    27.339,     54.565,    -23.045,     23.500,      0.180,    594.000,    207.000,    150.255,      0.000
     4.922,     55.317,    -21.393,     24.000,      0.050,     29.000,      5.000,     10.266,      0.000
     4.834,     54.771,    -22.385,     16.000,      0.060,     35.000,      8.000,     14.018,      0.000
     4.460,     54.834,    -21.675,     18.000,      0.010,      6.000,      2.000,      0.621,      0.000
     4.263,     54.340,    -21.275,     23.000,      0.110,     85.000,     25.000,     52.030,      0.000
     4.225,     55.825,    -21.720,     20.500,      0.020,     13.000,      2.000,      3.360,      0.000
     4.097,     55.144,    -21.194,     22.000,      0.030,     15.000,      4.000,      4.511,      0.000
     4.086,     54.091,    -22.004,     21.000,      0.040,     28.000,      8.000,     11.980,      0.000
     4.034,     54.845,    -21.665,     19.500,      0.020,     12.000,      2.000,      3.160,      0.000
     3.958,     56.052,    -21.848,     19.500,      0.030,     20.000,      6.000,      7.487,      0.000
     3.957,     53.884,    -22.364,     23.000,      0.040,     20.000,      4.000,      7.490,      0.000
     3.950,     54.780,    -21.355,     16.000,      0.030,     12.000,      4.000,      3.274,      0.000
     3.939,     54.899,    -21.505,     19.500,      0.030,     19.000,      4.000,      6.958,      0.000
     3.888,     54.845,    -21.755,     18.500,      0.120,    143.000,     40.000,    101.970,      0.000
     3.860,     55.656,    -22.171,     17.000,      0.040,     20.000,      3.000,      7.710,      0.000
     3.823,     55.490,    -21.532,     16.500,      0.030,     13.000,      3.000,      3.943,      0.000
     3.816,     54.909,    -21.385,     19.500,      0.040,     27.000,      3.000,     12.140,      0.000
     3.800,     54.468,    -22.065,     23.500,      0.040,     19.000,      7.000,      7.260,      0.000
     3.696,     54.857,    -22.395,     19.000,      0.040,     26.000,      9.000,     11.850,      0.000
     3.614,     55.271,    -22.873,     16.500,      0.030,     13.000,      6.000,      4.275,      0.000
     3.608,     55.991,    -22.219,     19.500,      0.050,     36.000,     12.000,     18.938,      0.000
     3.602,     54.338,    -22.685,     19.000,      0.040,     26.000,      5.000,     12.130,      0.000
     3.558,     54.911,    -22.135,     16.500,      0.030,     12.000,      3.000,      3.842,      0.000
     3.500,     56.128,    -21.917,     24.000,      0.050,     28.000,      2.000,     13.781,      0.000
     3.493,     55.857,    -21.730,     22.500,      0.020,      9.000,      3.000,      2.452,      0.000
     3.479,     55.400,    -22.743,     17.500,      0.050,     29.000,     10.000,     14.531,      0.000
     3.465,     55.060,    -21.504,     17.000,      0.050,     26.000,      9.000,     12.547,      0.000
     3.453,     55.857,    -21.710,     18.000,      0.030,     16.000,      3.000,      6.249,      0.000
     3.357,     55.880,    -21.919,     17.000,      0.050,     27.000,      7.000,     13.562,      0.000
     3.332,     55.744,    -22.401,     19.500,      0.040,     26.000,      6.000,     12.960,      0.000
     3.328,     55.449,    -21.842,     19.000,      0.030,     17.000,      6.000,      7.116,      0.000
     3.324,     55.734,    -22.451,     21.000,      0.040,     27.000,      9.000,     13.670,      0.000
     3.306,     55.699,    -22.161,     23.000,      0.060,     34.000,     10.000,     18.675,      0.000
     3.260,     56.163,    -22.097,     20.000,      0.020,     10.000,      2.000,      3.245,      0.000
     3.174,     54.934,    -22.585,     16.000,      0.040,     18.000,      7.000,      8.100,      0.000
     3.148,     55.828,    -22.060,     17.000,      0.030,     12.000,      2.000,      4.511,      0.000
     3.141,     55.009,    -22.564,     22.000,      0.030,     14.000,      2.000,      5.692,      0.000
     3.016,     55.770,    -21.600,     16.000,      0.010,      3.000,      2.000,      0.459,      0.000
     2.957,     55.604,    -22.412,     21.000,      0.040,     25.000,      6.000,     13.460,      0.000
     2.932,     54.781,    -22.195,     19.500,      0.090,     86.000,     27.000,     62.167,      0.000
     2.734,     55.582,    -22.362,     22.000,      0.060,     34.000,     11.000,     20.970,      0.000
     2.467,     54.793,    -22.715,     21.500,      0.040,     22.000,      5.000,     12.870,      0.000
     2.461,     54.878,    -21.905,     16.000,      0.040,     13.000,      4.000,      6.480,      0.000
